Quantile,pre,µa,µsp,post,µa,µsp,1 mo,µa,µsp,6 mo,µa,µsp,12 mo,µa,µsp,total,µa,µsp,IVH,µa,µsp,PBI,µa,µsp,wavelength (nm),distance (cm)
95%_DR,0.001610225766469272,nan,nan,0.0018271369859860752,nan,nan,0.0018712468798548559,nan,nan,0.001402774499795073,nan,nan,0.001324784955288517,nan,nan,0.0017230583040310238,nan,nan,0.0019759509743280793,nan,nan,0.0012490282088034493,nan,nan,784,1.5
5%_DR,0.0004770491716359751,nan,nan,0.0005227951049570907,nan,nan,0.0004983814791046118,nan,nan,0.000370865135838614,nan,nan,0.0003227713467908229,nan,nan,0.00040491907287667285,nan,nan,0.00047424586053051223,nan,nan,0.00038705047515746074,nan,nan,784,1.5
1%_DR,0.0003863504119975007,nan,nan,0.000403359744148281,nan,nan,0.00036876111722767825,nan,nan,0.00026189540468766933,nan,nan,0.0002481899143062046,nan,nan,0.0002801257584853547,nan,nan,0.00037045458595799365,nan,nan,0.0002806535987047044,nan,nan,784,1.5
Min_DR,0.00027197775743984204,0.194885,8.986020666666667,0.0002946821332892476,0.19909600000000002,8.486740666666668,0.0001902651432977663,0.205829,10.251297,0.00015526229686453264,0.2682523333333333,9.172330333333333,0.00017023981136944283,0.20271666666666666,10.898140666666665,0.00015526229686453264,0.2682523333333333,9.172330333333333,0.00027725889472246545,0.197018,8.827195,0.00023532156706032055,0.171408,10.578375,784,1.5
Max_DR,0.002383213358607013,0.048469,2.825348,0.002301774380131921,0.055539,2.3652465,0.002448009217721196,0.042153,1.934507,0.0022984261986743796,0.055497000000000005,2.2395925,0.0021354878233625393,0.06721666666666666,2.5658093333333336,0.002448009217721196,0.042153,1.934507,0.0025759912792895664,0.02814398828627161,1.6768232343824236,0.0024785962287349,0.042713,2.850012,814,1.5
99%_DR,0.002055209094802751,nan,nan,0.002055270344342378,nan,nan,0.0021437614856932275,nan,nan,0.0019173953159193652,nan,nan,0.0019140528858598055,nan,nan,0.002035688541362791,nan,nan,0.0022161542021829784,nan,nan,0.0020886727658768005,nan,nan,814,1.5
95%_DR,0.0017427932320153378,nan,nan,0.001900877311424055,nan,nan,0.001945809550536706,nan,nan,0.001504991649190629,nan,nan,0.0014346622023149547,nan,nan,0.0018117544080425143,nan,nan,0.002069533881612623,nan,nan,0.0013350100984502468,nan,nan,814,1.5
5%_DR,0.0005371918007238748,nan,nan,0.0005815539272227045,nan,nan,0.0005653964254046368,nan,nan,0.0004244155150196959,nan,nan,0.000367475965753526,nan,nan,0.000456523243596716,nan,nan,0.0004890688765976078,nan,nan,0.00040555080813971364,nan,nan,814,1.5
1%_DR,0.000431545904980265,nan,nan,0.00045402446163526374,nan,nan,0.0004088483580767707,nan,nan,0.0002923945003299883,nan,nan,0.00028278122320759077,nan,nan,0.00031936282117164165,nan,nan,0.000372527344315844,nan,nan,0.0002954134005995582,nan,nan,814,1.5
Min_DR,0.00029323546070986726,0.199959,8.481076,0.0003565367625567033,0.2112063333333333,7.308315333333333,0.00021725156661545487,0.203182,9.72937,0.000177129861066728,0.2697623333333333,8.601562333333334,0.00020001077951597093,0.203426,10.104985666666666,0.000177129861066728,0.2697623333333333,8.601562333333334,0.00028028084102335983,0.2152265,8.2108745,0.00018129726862527585,0.246593,9.140351,814,1.5
Max_DR,0.002269182698153594,0.05529166666666666,2.8746336666666665,0.002186797137306555,0.055154,1.658089,0.0023042330762185937,0.05532,2.453769,0.0021497925804439496,0.066702,2.2056313333333333,0.002059877742638724,0.07316266666666667,2.577245,0.0023042330762185937,0.05532,2.453769,0.002581206586072419,0.02833706242161169,3.812333666666666,0.002401832903291691,0.047324,2.828172,827,1.5
99%_DR,0.0019547583536737184,nan,nan,0.0020145050558853296,nan,nan,0.002069119384808007,nan,nan,0.0018431783881689787,nan,nan,0.001794986983058318,nan,nan,0.0019785272505711948,nan,nan,0.00209505180787578,nan,nan,0.0021110135682919566,nan,nan,827,1.5
95%_DR,0.001670245908044045,nan,nan,0.001855480418646799,nan,nan,0.0018795590136567498,nan,nan,0.0014491688877993837,nan,nan,0.001338642260430704,nan,nan,0.001747424946772225,nan,nan,0.0019365437992352305,nan,nan,0.0013658162204062366,nan,nan,827,1.5
5%_DR,0.0005109837023184106,nan,nan,0.0005646915300310463,nan,nan,0.0005441454886654639,nan,nan,0.000401838527502973,nan,nan,0.00035085588875018766,nan,nan,0.0004393440477407212,nan,nan,0.0005723276757490218,nan,nan,0.00041614421322401393,nan,nan,827,1.5
1%_DR,0.0004111098532055578,nan,nan,0.0004301924246126893,nan,nan,0.00039359844448030244,nan,nan,0.0002795128345277746,nan,nan,0.0002739697133976065,nan,nan,0.00031008506715787847,nan,nan,0.000433361000962791,nan,nan,0.0003072053941109162,nan,nan,827,1.5
Min_DR,0.00027479319784553846,0.21065,8.433095666666667,0.00034611325429656265,0.209425,7.4822533333333325,0.0002114400315646845,0.216353,9.405359,0.000169813637153227,0.28062133333333333,8.492767666666667,0.00019040041863683477,0.21548066666666665,9.906345333333334,0.000169813637153227,0.28062133333333333,8.492767666666667,0.0003630530796845279,0.193518,7.741176,0.00018895179598724416,0.26605,8.440109,827,1.5
Max_DR,0.0008176248496797332,0.09627033333333333,2.275355333333333,0.0010683789080485142,0.060847,1.199392,0.0008058362342789951,0.09035800000000001,2.5801323333333332,0.0007910030062202375,0.1031125,2.191636,0.0005937557742858287,0.09540399999999999,3.676574,0.0010683789080485142,0.060847,1.199392,0.001338221259783343,0.03621108122662699,2.1626915416167023,0.0014864790857531817,0.024796374076105968,1.5991320782595013,673,2
99%_DR,0.0005289016650352117,nan,nan,0.0009310107986569069,nan,nan,0.0006593667992401496,nan,nan,0.000402931443648359,nan,nan,0.0003947614287933072,nan,nan,0.0006800793395503181,nan,nan,0.0006569159753107523,nan,nan,0.0003754153505245713,nan,nan,673,2
95%_DR,0.0003284830377306781,nan,nan,0.0006074661273176257,nan,nan,0.000497832547931937,nan,nan,0.00021003645396054248,nan,nan,0.00020857430412770292,nan,nan,0.00040081112213446535,nan,nan,0.0005376596123858324,nan,nan,0.0002077276925565688,nan,nan,673,2
5%_DR,3.441436854324599e-05,nan,nan,4.456670621378268e-05,nan,nan,3.542072700186682e-05,nan,nan,1.8256283354065403e-05,nan,nan,1.2325796106508625e-05,nan,nan,2.202081757563781e-05,nan,nan,3.925275934858821e-05,nan,nan,3.830106609301671e-05,nan,nan,673,2
1%_DR,2.3702711000540098e-05,nan,nan,2.027928116553851e-05,nan,nan,1.8125853694767117e-05,nan,nan,8.673262353491174e-06,nan,nan,6.362084486294667e-06,nan,nan,9.137338465954986e-06,nan,nan,2.5341473511299876e-05,nan,nan,2.2632517158603664e-05,nan,nan,673,2
Min_DR,1.382238587045822e-05,0.219423,12.561047,9.007757521365878e-06,0.30313366666666663,10.979082666666669,7.2400714068328945e-06,0.41735733333333336,8.844211666666666,2.861009243581167e-06,0.34396133333333334,13.37968,4.226057472186364e-06,0.339914,12.249653333333333,2.861009243581167e-06,0.34396133333333334,13.37968,1.3898896413301896e-05,0.2615125,10.9037735,1.2059405246528448e-05,0.2027355,13.920864,673,2
Max_DR,0.000907382771855501,0.08385733333333334,2.181123,0.0011185079805088045,0.054608,1.226332,0.0008967030741981925,0.07808666666666667,2.5174773333333333,0.0009051254486478695,0.086463,2.0634875,0.0006933791349952987,0.08309233333333334,3.4912310000000004,0.0011185079805088045,0.054608,1.226332,0.0013692661166439294,0.03390205030824573,2.1431140533161854,0.0015207027256436882,0.023135574501162864,1.691831048760707,686,2
99%_DR,0.0006367159764865156,nan,nan,0.0010164413870186971,nan,nan,0.000803384055789833,nan,nan,0.0005410901602638955,nan,nan,0.0005145402609233017,nan,nan,0.000800899524613609,nan,nan,0.0008482123362882682,nan,nan,0.0005928861911578593,nan,nan,686,2
95%_DR,0.0004269444263612296,nan,nan,0.0006869581841509045,nan,nan,0.0006035239842875144,nan,nan,0.00027917917344683286,nan,nan,0.00025382740228200397,nan,nan,0.0004996973416377914,nan,nan,0.0006727002721351508,nan,nan,0.00028672398995453725,nan,nan,686,2
5%_DR,5.02709433834641e-05,nan,nan,6.314788011002137e-05,nan,nan,5.0685446369423866e-05,nan,nan,2.9551685622816946e-05,nan,nan,2.0008280130667603e-05,nan,nan,3.3643658387273014e-05,nan,nan,4.719409492291164e-05,nan,nan,4.488730197718775e-05,nan,nan,686,2
1%_DR,3.449420636584971e-05,nan,nan,3.173710900186246e-05,nan,nan,2.764978071913346e-05,nan,nan,1.5030141153730999e-05,nan,nan,1.069856013510036e-05,nan,nan,1.5547380079137348e-05,nan,nan,3.3113861812575594e-05,nan,nan,3.1113134608396835e-05,nan,nan,686,2
Min_DR,2.2219331452131016e-05,0.181521,12.497507,1.536892905415827e-05,0.2527703333333333,10.865581,1.180971460460649e-05,0.240806,12.239002,5.509119135430825e-06,0.28298466666666666,13.317338333333332,7.039080142741457e-06,0.30426966666666666,11.732917,5.509119135430825e-06,0.28298466666666666,13.317338333333332,2.247965318375529e-05,0.20253,11.453639,1.929219622034091e-05,0.179786,13.1827355,686,2
Max_DR,0.0010972187185674669,0.04489,3.015598,0.0011647254428782607,0.048471,1.222902,0.0010087152727102557,0.058781,2.757163,0.000982501089939909,0.073663,2.1506605,0.0007271491631143783,0.10683,2.4928665,0.0011647254428782607,0.048471,1.222902,0.001418356454975738,0.030444282771141102,2.1038896472568367,0.0015559552742331507,0.02075495312407325,1.6905660131459481,701,2
99%_DR,0.0006947189743585513,nan,nan,0.001059697333623402,nan,nan,0.000848944464279565,nan,nan,0.00047431021080740097,nan,nan,0.0005856920823889719,nan,nan,0.0008279565992586329,nan,nan,0.0009442658365123983,nan,nan,0.0007294639965687486,nan,nan,701,2
95%_DR,0.0005029170951622123,nan,nan,0.0007314462315266691,nan,nan,0.0006874953642239533,nan,nan,0.0003312664818584949,nan,nan,0.0002955133692174458,nan,nan,0.0005646434443018008,nan,nan,0.0007515426474067275,nan,nan,0.0003426949190957896,nan,nan,701,2
5%_DR,6.701583000532129e-05,nan,nan,8.084553247358167e-05,nan,nan,6.954304081731799e-05,nan,nan,4.2983068339986595e-05,nan,nan,2.9060111435471923e-05,nan,nan,4.753425352156398e-05,nan,nan,6.023813866168289e-05,nan,nan,5.524300642892169e-05,nan,nan,701,2
1%_DR,4.814997754969888e-05,nan,nan,4.8625703834536385e-05,nan,nan,4.256549312812453e-05,nan,nan,2.438558629064744e-05,nan,nan,1.9674745080845e-05,nan,nan,2.5594316980245108e-05,nan,nan,4.593045395529533e-05,nan,nan,4.0420282986966145e-05,nan,nan,701,2
Min_DR,3.451589487247801e-05,0.179292,10.844897333333334,2.5155606030637507e-05,0.22292366666666666,10.238213666666667,1.697039521080387e-05,0.216819,11.896488,9.135759103021566e-06,0.23948466666666668,13.251164666666666,1.1347587049841503e-05,0.2683473333333333,11.350093666666666,9.135759103021566e-06,0.23948466666666668,13.251164666666666,3.252249970199646e-05,0.178008,11.135972,2.8271501991670624e-05,0.178998667,11.64447167,701,2
Max_DR,0.0011177199217470846,0.045179,2.894146,0.0011601297124704368,0.047309,1.173396,0.0011153160257764774,0.05129,2.554608,0.0010641308949434027,0.064779,2.039317,0.0008259223726762464,0.092306,2.3781055,0.0011601297124704368,0.047309,1.173396,0.001477242479374144,0.02657390811280643,2.032400356912489,0.001555392432749037,0.019620575985972312,1.5664698958476797,724,2
99%_DR,0.0007584321921501616,nan,nan,0.0010862042738313082,nan,nan,0.0009515147477261326,nan,nan,0.0006313302925615857,nan,nan,0.0007023456788780245,nan,nan,0.0009314826310233901,nan,nan,0.0009845572244498622,nan,nan,0.0007996609723596438,nan,nan,724,2
95%_DR,0.0005859342768672606,nan,nan,0.0007930909823218228,nan,nan,0.0007667764451966607,nan,nan,0.000391226369000852,nan,nan,0.0003719278781944061,nan,nan,0.0006350603090236397,nan,nan,0.000799276881508805,nan,nan,0.0003775697054850564,nan,nan,724,2
5%_DR,8.14490541278175e-05,nan,nan,9.994738873317638e-05,nan,nan,8.274773571137858e-05,nan,nan,5.4801749268650494e-05,nan,nan,4.216050109036644e-05,nan,nan,6.27224156233135e-05,nan,nan,7.836451744249715e-05,nan,nan,7.304842226780155e-05,nan,nan,724,2
1%_DR,5.666769416613228e-05,nan,nan,6.843008581807776e-05,nan,nan,5.381526062706989e-05,nan,nan,3.1518665719815623e-05,nan,nan,2.9902054256278214e-05,nan,nan,3.731813914888705e-05,nan,nan,5.6910406521683994e-05,nan,nan,4.8333233661857535e-05,nan,nan,724,2
Min_DR,4.311603580260607e-05,0.17166700000000001,10.3302955,2.8539307009080663e-05,0.221023,9.872733,2.3502050012278647e-05,0.201717,11.32083,1.4549968181889658e-05,0.22232933333333335,12.238145333333334,1.9221170187128053e-05,0.22552399999999997,11.086147666666667,1.4549968181889658e-05,0.22232933333333335,12.238145333333334,4.436420370882237e-05,0.1594,10.794224,3.311767710185995e-05,0.174444,11.233236,724,2
Max_DR,0.0009609927242727423,0.080164,1.923805,0.001075793331227545,0.06510899999999999,1.8645753333333335,0.0009723228984862755,0.080958,1.513214,0.001021782262748351,0.073293,1.515921,0.0007803783159829896,0.08150333333333333,3.0535496666666666,0.001075793331227545,0.06510899999999999,1.8645753333333335,0.0014412231748324013,0.029431024302782806,1.8586468120284159,0.0014312178041518803,0.024257699476898622,1.3193362415659247,754,2
99%_DR,0.0006145041707909873,nan,nan,0.0010109871367451697,nan,nan,0.0008621977109166723,nan,nan,0.0006678258697263693,nan,nan,0.0006261356318486078,nan,nan,0.0008525614181112047,nan,nan,0.0009004864328094009,nan,nan,0.0005745598266859569,nan,nan,754,2
95%_DR,0.0004771736040579055,nan,nan,0.0007136368044779938,nan,nan,0.0006707260563993107,nan,nan,0.000380911416337212,nan,nan,0.00034791790568942254,nan,nan,0.0005594173021116058,nan,nan,0.0007237537901845894,nan,nan,0.00032180339612832205,nan,nan,754,2
5%_DR,7.56078844057447e-05,nan,nan,8.750875761434938e-05,nan,nan,7.915342373564891e-05,nan,nan,4.934103911497517e-05,nan,nan,3.902967214451399e-05,nan,nan,5.826342198477483e-05,nan,nan,6.850198063568461e-05,nan,nan,6.666994589413077e-05,nan,nan,754,2
1%_DR,5.505580356498885e-05,nan,nan,5.4059547367284967e-05,nan,nan,4.815788917283285e-05,nan,nan,2.9453103603581234e-05,nan,nan,2.7530407462608293e-05,nan,nan,3.421061340012062e-05,nan,nan,5.3732021939984483e-05,nan,nan,3.789436201185485e-05,nan,nan,754,2
Min_DR,3.441677562822872e-05,0.21025850000000001,9.612450500000001,3.4407519803271794e-05,0.22891966666666666,8.990593000000002,2.1780149423266605e-05,0.233688,10.348872,1.0799915094957393e-05,0.280529,11.106062333333334,1.677009682793643e-05,0.23894066666666666,11.060572666666667,1.0799915094957393e-05,0.280529,11.106062333333334,3.708588216999399e-05,0.230308,8.70794,2.5809553587893794e-05,0.2269835,10.006248,754,2
Max_DR,0.001000766009086299,0.06965900000000001,2.2435156666666667,0.0011846415524017309,0.052752,1.787739,0.001087700453504086,0.061950000000000005,1.353083,0.0011057318233223886,0.060182,1.39379,0.0008977776736497269,0.07065133333333333,2.8276326666666667,0.0011846415524017309,0.052752,1.787739,0.0014842684028721523,0.0260148126651441,1.7483217010501266,0.0014558527127181875,0.022241131297500744,1.317128358621389,784,2
99%_DR,0.0007553955386310717,nan,nan,0.00107056116134569,nan,nan,0.0009838412002610732,nan,nan,0.000800896380982229,nan,nan,0.0007486130744254145,nan,nan,0.0009562280565059907,nan,nan,0.001007403028439599,nan,nan,0.0008115709292279747,nan,nan,784,2
95%_DR,0.0005977177198742965,nan,nan,0.0008157393829591504,nan,nan,0.0008042037836590046,nan,nan,0.0004819923380159827,nan,nan,0.00044334967046521893,nan,nan,0.0006786707572834573,nan,nan,0.0008323128217225324,nan,nan,0.0003959015934255706,nan,nan,784,2
5%_DR,0.00010401846680343834,nan,nan,0.00011906384833220474,nan,nan,0.00011033668060265167,nan,nan,7.412035362919974e-05,nan,nan,6.0788968716782464e-05,nan,nan,8.382292653120832e-05,nan,nan,0.00010348335886734952,nan,nan,7.885907258151946e-05,nan,nan,784,2
1%_DR,7.761545584297092e-05,nan,nan,8.245796751088742e-05,nan,nan,7.306169226010591e-05,nan,nan,4.6002505288447935e-05,nan,nan,4.239273684932157e-05,nan,nan,5.053582845877151e-05,nan,nan,7.585107798149031e-05,nan,nan,5.162546256818065e-05,nan,nan,784,2
Min_DR,4.841619400596519e-05,0.194885,8.986020666666667,5.378394058466821e-05,0.19909600000000002,8.486740666666668,3.0052070046833073e-05,0.205829,10.251297,2.2387853366586686e-05,0.2682523333333333,9.172330333333333,2.6023836796806412e-05,0.20271666666666666,10.898140666666665,2.2387853366586686e-05,0.2682523333333333,9.172330333333333,4.9625625185047395e-05,0.197018,8.827195,4.055908675097353e-05,0.171408,10.578375,784,2
Max_DR,0.001138837442408164,0.05801200000000001,1.6315270000000002,0.0011547046906652948,0.044719,1.09678,0.0012857923731038527,0.042153,1.934507,0.0011376805804588742,0.0582265,1.6963979999999999,0.0009705734385938204,0.06721666666666666,2.5658093333333336,0.0012857923731038527,0.042153,1.934507,0.001450345945248508,0.02814398828627161,1.6768232343824236,0.001348763828523492,0.02809234150497563,1.209470398892963,814,2
99%_DR,0.0008954986850115965,nan,nan,0.001045463155938086,nan,nan,0.001011463868233799,nan,nan,0.0008175355989893013,nan,nan,0.0008255775546321151,nan,nan,0.0009658421417150744,nan,nan,0.0010528449995387803,nan,nan,0.0008763544581301744,nan,nan,814,2
95%_DR,0.0006856279577371036,nan,nan,0.0008281114811831709,nan,nan,0.0008674662746790841,nan,nan,0.0005458916417858682,nan,nan,0.0004998904753064728,nan,nan,0.0007471428679848841,nan,nan,0.0008985767428864734,nan,nan,0.00043644177853848447,nan,nan,814,2
5%_DR,0.000122486985841989,nan,nan,0.0001382602461495833,nan,nan,0.00013185631789192607,nan,nan,8.826882440604053e-05,nan,nan,7.286260314734313e-05,nan,nan,9.817274055153396e-05,nan,nan,0.0001086621353403967,nan,nan,8.31387567509962e-05,nan,nan,814,2
1%_DR,9.025383551979855e-05,nan,nan,9.684420625189063e-05,nan,nan,8.406939299972487e-05,nan,nan,5.350568421039745e-05,nan,nan,5.2260116911552506e-05,nan,nan,6.0484914395240006e-05,nan,nan,7.42245497126645e-05,nan,nan,5.4953663844398696e-05,nan,nan,814,2
Min_DR,5.341603756093023e-05,0.199959,8.481076,6.937047838767387e-05,0.2112063333333333,7.308315333333333,3.5832748712405745e-05,0.203182,9.72937,2.6691246930329502e-05,0.2697623333333333,8.601562333333334,3.2132835333048436e-05,0.203426,10.104985666666666,2.6691246930329502e-05,0.2697623333333333,8.601562333333334,5.0054487998548945e-05,0.2152265,8.2108745,2.7704989352841735e-05,0.246593,9.140351,814,2
Max_DR,0.0010922115527303286,0.06384433333333332,1.6288413333333331,0.0011635379303180553,0.055154,1.658089,0.0010926271799439485,0.05532,2.453769,0.0011066359263231416,0.061804,1.5702169999999998,0.0009225443878039865,0.07316266666666667,2.577245,0.0011635379303180553,0.055154,1.658089,0.0011398132525844166,0.02833706242161169,3.812333666666666,0.0013196558619435496,0.028784446636345683,1.154837858172446,827,2
99%_DR,0.0008517510117770522,nan,nan,0.0010782492857398494,nan,nan,0.0010093540206580097,nan,nan,0.0007750452827559987,nan,nan,0.0007448094979815162,nan,nan,0.0009680232939396885,nan,nan,0.0009490368997321251,nan,nan,0.0009479703288768772,nan,nan,827,2
95%_DR,0.0006424457850216779,nan,nan,0.0008534490224523433,nan,nan,0.0008419287927295232,nan,nan,0.0005091737519141956,nan,nan,0.00046162302192896936,nan,nan,0.0007190242936601157,nan,nan,0.0008234948847821531,nan,nan,0.0004603797789020567,nan,nan,827,2
5%_DR,0.00011424875244405638,nan,nan,0.00013078805016753913,nan,nan,0.00012420594646524177,nan,nan,8.18703692041809e-05,nan,nan,6.847846005980399e-05,nan,nan,9.305722163651014e-05,nan,nan,0.00013492460388116604,nan,nan,8.694954425779691e-05,nan,nan,827,2
1%_DR,8.43805774371134e-05,nan,nan,9.01761507237261e-05,nan,nan,7.98259727527398e-05,nan,nan,4.99768859063591e-05,nan,nan,4.880929205937007e-05,nan,nan,5.79761591774537e-05,nan,nan,9.111741741051115e-05,nan,nan,5.744912624263724e-05,nan,nan,827,2
Min_DR,4.880665275658288e-05,0.21065,8.433095666666667,6.663628680096707e-05,0.209425,7.4822533333333325,3.436354798348083e-05,0.216353,9.405359,2.5166042366381927e-05,0.28062133333333333,8.492767666666667,2.9931340705264503e-05,0.21548066666666665,9.906345333333334,2.5166042366381927e-05,0.28062133333333333,8.492767666666667,7.128959332250262e-05,0.193518,7.741176,2.9132805175542395e-05,0.26605,8.440109,827,2
Max_DR,0.00038879769728317274,0.09627033333333333,2.275355333333333,0.0006419097555531608,0.060847,1.199392,0.00037755601673717905,0.1083655,2.037743,0.0003759596096000178,0.1031125,2.191636,0.0002379397061891702,0.09540399999999999,3.676574,0.0006419097555531608,0.060847,1.199392,0.0007375739013992497,0.03621108122662699,2.1626915416167023,0.0009070945700985043,0.024796374076105968,1.5991320782595013,673,2.5
99%_DR,0.000205840492902589,nan,nan,0.0005007558338489394,nan,nan,0.00028304622532968776,nan,nan,0.00014424371091335467,nan,nan,0.00014028918806277698,nan,nan,0.0003016902605048942,nan,nan,0.00027470263723553234,nan,nan,0.00013131032497353396,nan,nan,673,2.5
95%_DR,0.00010984784709802643,nan,nan,0.00025241177781432393,nan,nan,0.00019133490484127673,nan,nan,6.163493418957697e-05,nan,nan,6.118482540203851e-05,nan,nan,0.0001432565491599204,nan,nan,0.00021122443476041843,nan,nan,6.198813855435601e-05,nan,nan,673,2.5
5%_DR,6.366415767221991e-06,nan,nan,8.740105599723191e-06,nan,nan,6.673989954018331e-06,nan,nan,2.855295101135014e-06,nan,nan,1.7702164782059758e-06,nan,nan,3.5873507699952156e-06,nan,nan,7.564599164137634e-06,nan,nan,7.572083117830697e-06,nan,nan,673,2.5
1%_DR,3.990618160452905e-06,nan,nan,3.1839450007737086e-06,nan,nan,2.8699954827519725e-06,nan,nan,1.1110381847927174e-06,nan,nan,7.653986657543144e-07,nan,nan,1.1982058457892593e-06,nan,nan,4.438517435415267e-06,nan,nan,3.8479031207488385e-06,nan,nan,673,2.5
Min_DR,2.0571706451161813e-06,0.219423,12.561047,1.1636576487878644e-06,0.30313366666666663,10.979082666666669,8.586648040824059e-07,0.41735733333333336,8.844211666666666,2.7841758632831935e-07,0.34396133333333334,13.37968,4.509458234150035e-07,0.339914,12.249653333333333,2.7841758632831935e-07,0.34396133333333334,13.37968,2.0225778538830216e-06,0.2615125,10.9037735,1.7617942902245407e-06,0.2027355,13.920864,673,2.5
Max_DR,0.00044821962960686336,0.08385733333333334,2.181123,0.0006766068242530994,0.054608,1.226332,0.0004643928230581557,0.100874,1.436201,0.00045261645546104884,0.086463,2.0634875,0.0002920089794507004,0.08309233333333334,3.4912310000000004,0.0006766068242530994,0.054608,1.226332,0.0007611198441998912,0.03390205030824573,2.1431140533161854,0.0009207330044701011,0.023135574501162864,1.691831048760707,686,2.5
99%_DR,0.0002591533119414214,nan,nan,0.0005669672908447481,nan,nan,0.00035797788341784137,nan,nan,0.0002105655972626355,nan,nan,0.0001990713126464498,nan,nan,0.0003727709895866459,nan,nan,0.00038977333351645653,nan,nan,0.00023833817378363683,nan,nan,686,2.5
95%_DR,0.0001535510334348828,nan,nan,0.0003024333200570109,nan,nan,0.00025068245898610494,nan,nan,8.936553061057721e-05,nan,nan,7.862007906341473e-05,nan,nan,0.0001905012534196547,nan,nan,0.0002783342029700484,nan,nan,9.302156805455019e-05,nan,nan,686,2.5
5%_DR,1.0324956172853061e-05,nan,nan,1.3882636929575513e-05,nan,nan,1.0500912243611235e-05,nan,nan,5.246161092348779e-06,nan,nan,3.2247526461114903e-06,nan,nan,6.1994510564889735e-06,nan,nan,9.613419116884428e-06,nan,nan,9.357901203891733e-06,nan,nan,686,2.5
1%_DR,6.45510077834961e-06,nan,nan,5.626859687341309e-06,nan,nan,4.893930646697137e-06,nan,nan,2.2332487742088175e-06,nan,nan,1.4711973097811629e-06,nan,nan,2.3053612187139036e-06,nan,nan,6.222348056652826e-06,nan,nan,5.8194025568130086e-06,nan,nan,686,2.5
Min_DR,3.7505820364601678e-06,0.20579166666666668,11.325379666666665,2.298730551980212e-06,0.2527703333333333,10.865581,1.6740278827582424e-06,0.240806,12.239002,6.414573934199967e-07,0.28298466666666666,13.317338333333332,8.582644984622315e-07,0.30426966666666666,11.732917,6.414573934199967e-07,0.28298466666666666,13.317338333333332,3.773313320228382e-06,0.20253,11.453639,3.183802728782166e-06,0.179786,13.1827355,686,2.5
Max_DR,0.0005372880405780582,0.04489,3.015598,0.0007130748422505262,0.048471,1.222902,0.0004890223658998116,0.058781,2.757163,0.0004976174401761248,0.073663,2.1506605,0.00032827238826492347,0.10683,2.4928665,0.0007130748422505262,0.048471,1.222902,0.0007995908756464057,0.030444282771141102,2.1038896472568367,0.0009483440957864437,0.02075495312407325,1.6905660131459481,701,2.5
99%_DR,0.000293486732429881,nan,nan,0.0006060564849976288,nan,nan,0.0003857910166292018,nan,nan,0.0001756980931197887,nan,nan,0.00023281477106795956,nan,nan,0.0003858393007189853,nan,nan,0.00046786421263313963,nan,nan,0.00031694343895506834,nan,nan,701,2.5
95%_DR,0.00019041463291337462,nan,nan,0.0003251012881828336,nan,nan,0.0002893945085556315,nan,nan,0.00011069693459921757,nan,nan,9.571023046087028e-05,nan,nan,0.00022396811777219597,nan,nan,0.0003275778748740717,nan,nan,0.00011670570644053438,nan,nan,701,2.5
5%_DR,1.504445443496926e-05,nan,nan,1.8928549532654447e-05,nan,nan,1.5891915363838487e-05,nan,nan,8.523111019363688e-06,nan,nan,5.144284469586054e-06,nan,nan,9.630718519139366e-06,nan,nan,1.3130965151914906e-05,nan,nan,1.1954796928831903e-05,nan,nan,701,2.5
